,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
579,False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1009977,,['TW'],zh,我永遠永遠永遠愛你,Can both your parents with mental disorders affect you being a teacher?,0.035,/uXT7oN9ZkrCnw3zbSO8YmB6FnTO.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2022-08-05,0,21,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Forever and ever,False,0.0,0
580,False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1025309,,['TW'],zh,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,A documentary short about a couple dedicating to marine environmental protection.,0.035,/wJiUxtRABX8oJCsmoU8mtJ80Yxp.jpg,[],[],2022-09-16,0,17,[],Released,,Oh My God Plastic Crisis Is Real,False,0.0,0
581,False,,,0,"[{'id': 18, 'name': 'Drama'}]",,1050665,,['TW'],zh,一起一起,"Stewardess Ivy was  laid off by airplane company, and her life suddenly fell to the bottom. But a cheer competition video brought her back to life. Ivy, who was a cheerleader in her schooldays, now wants to find her alumnus and  participate in the competition.",0.391,/f3LaoVT5XzJ3dbcciovVQbsNEfo.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2023-02-03,0,98,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Cheer Together,False,0.0,0
582,False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1200506,,['TW'],zh,稻浪上的夢想家,,0.029,/mrRDQN0wnZ0xs5aqppCKlB0ZI55.jpg,[],[],2022-11-18,0,0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,稻浪上的夢想家,False,0.0,0
583,False,/izdgp1SaqTBL8Y4nvOTh5YIYF2x.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,24614,tt0347996,['TW'],zh,聖石傳說,"The heads of the six schools of martial arts do battle with the demon warrior Mo Kuei, but no sooner do they emerge victorious than a group of demons known only as ""The Unfriendly"" slaughter the six masters and make off with Mo Kuei's body. It is now up to a group of heros to stop The Unfriendly from using the spirit of Mo Kuei in order to gain possession of the wish-granting Stone of Heaven",0.143,/8VokiDX0Q727IORL1qcvFaMg8Pl.jpg,"[{'id': 4338, 'logo_path': None, 'name': 'PiLi International Multimedia', 'origin_country': 'TW'}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2000-01-22,0,90,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Legend of the Sacred Stone,False,7.0,2
584,False,/b3hoUG8wBfkiwc0LRfEC5bi2Ja6.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,975681,,['TW'],zh,家家,"This is a short film about women with a great influence in a Chinese family. In this mother-and-daughter relationship hides a cycle of love, life and hurting each other.",1.112,/vNJvd3DnlkUfE0xlIRtR2u6ya8q.jpg,[],[],2022-12-16,0,30,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Welcome Home,False,0.0,0
585,False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1032330,,['TW'],zh,無邊,"A team of five go on an expedition to the South Pole. As they have experienced the blizzard and the excruciating pains, this journey proves to be a challenge to their not only physical but mental strength. While marching towards the end of the world, they explore the unknown darkness in their minds. During the process, director Yang reflects upon his life, turning this film into a loving monologue dedicated to his mother.",0.05,/g8TxXZEtD7RN3lpz5EnHLZrPeE.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2023-01-06,0,60,[],Released,,Nature of Mother,False,0.0,0
586,False,,,0,"[{'id': 28, 'name': 'Action'}]",,1039769,tt19876798,['TW'],zh,失序正義,A peaceful and stable society - they have never seen it before.,0.297,/8O0fdvM7xUFF5xRol7RITsNRsG7.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2022-11-25,0,76,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Chaotic Justice,False,0.0,0
587,False,/f2csu8dFs1Y9BSGlNrGplU2OdUL.jpg,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 99, 'name': 'Documentary'}]",https://www.cathayplay.com/go-grandriders,137686,tt2567390,['TW'],zh,不老騎士-歐兜邁環台日記,17 riders with avarage age 81 decide to follow the dream of their youth and start their journey to ride around Taiwan island.,1.378,/dRV1N4F7zODkkbASJa6GaExrhY5.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2012-10-12,0,90,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Go Grandriders,False,7.3,7
588,False,/mdBDV6UgYXVVKTKRbpN6hFtLrhc.jpg,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",,1035872,,['TW'],zh,勸世三姊妹：大銀幕特別版,,0.058,/kE5aqXRN6M6nTVm8nqmbvgNElgW.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2022-05-14,0,0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Don't Cry Dancing Girl,False,8.0,1
589,False,/ev273WL8ELEpiyl35hpmwtljUXA.jpg,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 80, 'name': 'Crime'}]",,798092,tt12867672,['TW'],zh,格瑞特真相,"Special Agent Lee is investigating a planned assault on a Congressmen who is tied to a series of GPS Spoofing cyber-attacks globally. The primary suspect is his junior agent Peng's ex, who was part of an underground hacker organization.",0.431,/iyQfehDdlqrQmR0zvAgZCtSAzyR.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2020-12-02,0,80,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,The Greater Good,False,0.0,0
590,False,/mOsMsxUaVLq07LCaRVTXOwHguXZ.jpg,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,741329,tt22476934,['TW'],zh,黑的教育,"On the night of their high school graduation, three delinquents decide to exchange their darkest, most unspeakable secret.",2.972,/ml7s9OnlkuMpjt2Kx6SsYIYZEef.jpg,"[{'id': 158925, 'logo_path': None, 'name': 'Harvest 9 Road Entertainment', 'origin_country': 'TW'}, {'id': 157638, 'logo_path': '/Ald7xs1VHUiJge0oNEPgwzkB6PR.png', 'name': 'Machi Xcelsior Studios', 'origin_country': 'TW'}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2023-03-03,0,77,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Bad Education,False,6.2,8
591,False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,939939,tt21228760,['TW'],zh,北將七,"Since 2009, the filmmaker has spent 12 years documenting the ever-changing times of three townships along the coast of Tainan County, namely Beimen, Jiangjun and Qigu. Through the lenses, human activities are seen closely connected with the surrounding nature, while maintaining its own charm. The film subtly captures a singular way of life and a sense of time suspended in the past, present and future.",0.133,/AhGfxTp3x8fDdyvWWsoBPijz9uy.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2022-05-07,0,181,[],Released,,A Silent Gaze,False,10.0,1
592,False,,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.poemmovie.com.tw/island2/movie5.php#,375281,,['CN'],zh,奼紫嫣紅開遍,"Pai Hsien-yung has lent Chinese-language literature some of its most colorful and most memorable characters, and served as the inspiration of multiple generations of artists working in mediums as different as television, film, and theatre.  From the youthful air of the Modern Literature magazine, which he helped launch at the age of 22, to the humanistic sincerity in his recent works My Father and the Republic and Healing the Pain, Pai looks back on his 29 years teaching at Santa Barbara, a four-decade relishing of Guilin rice noodles, and a return visit to the gardens of Suzhou after 10 years. Through the darkened realm of the stage, to the countless lectures and courses he taught, Pai has been at the forefront of literature for multiple generations, with his unique blend of resilience and tenderness reverberating through the film, and bringing audiences closer to his warmth as a novelist.",0.356,,[],[],2015-12-18,0,106,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Hsien-Yung Pai,False,0.0,0
593,False,/mv9q3Djh6jjmWwVbqnatsCllWYN.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,316569,tt0176331,['TW'],zh,西部來的人,"In contemporary Taiwan, the aboriginal Ah-ming attempts suicide. When his life is saved by an old miner, Ah-ming is drawn into a journey back to his origins. Meanwhile, the miner's son, Ah-Chuan, finds a fugitive hooker who has returned from the lowlands. But Ah-Chuan only wants to integrate himself into mainstream society, in sharp contrast to the intentions and needs of those around him.",0.142,/3T2Uy2jFaOnbBlpOap16n425bj0.jpg,"[{'id': 25299, 'logo_path': None, 'name': 'Era International Ltd', 'origin_country': ''}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1990-01-01,0,90,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,The Man from Island West,False,6.2,4
594,False,,"{'id': 1262712, 'name': ""The Orphans' Home Cycle"", 'poster_path': '/nb2RHUij8OuvNX6SFO85XkHxBWm.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,74107,tt0088645,['US'],en,1918,"It's 1918, the height of United States involvement in World War I - Liberty Bonds are sold, German immigrants are suspected as traitors or saboteurs, young men everywhere succumb to the patriotism and propaganda and enlist.  In a small Texas town, Horace Robedaux feels the pressure - he doesn't want to leave his young wife Elizabeth and their young child Jenny - but Elizabeth's can't-do-anything-right little brother is constantly talking about the war, and Elizabeth's stern father, who opposed the marriage initially, now has plans to take care of his daughter and the child so Horace can fight for his country. However, the influenza epidemic sweeping the town (and the nation) may change everyone's plans.",2.941,/7R0F3RYClHzzt7HGWUWuCDCpNqI.jpg,"[{'id': 53380, 'logo_path': None, 'name': 'Guadalupe Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-04-26,0,94,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The war in Europe wasn't their only struggle for life.,1918,False,6.3,6
595,False,,,0,"[{'id': 18, 'name': 'Drama'}]",,484574,tt0243132,['TW'],zh,寶島大夢,"During a sweltering summer day on a small island, messenger Qi finds the body of the team commander. Qi finds a grotesque style graffiti book in the commander's pant pocket. Afterwards, all the crazy situations depicted in the graffiti book invade Qi's life day by day. The death of the commander is closely related to another soldier, Yi San, who runs away with his gun and disappears. The dead commander's girlfriend Kang Hua immediately falls into the hands of the new commander...",0.25,/vXPXGkf2E2gbiWAvWuCBmrE1mox.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1993-01-01,0,82,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Bodo,False,5.0,3
596,False,/12ZN7mmz3WWpNPU0FcoBkjf5Lei.jpg,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,278445,tt0243494,['TW'],zh,破輪胎,"As the director and the cameraman of a documentary project, Meng and Jianxian are travelling around Taiwan filming statues of religious and historical figures. Their conversations and debates on the statues often touch the political reality of Taiwan. Meng's girlfriend, Ning, is involved in a mediocre commercial feature film (initially as location scout and subsequently as an actress). Instead of realizing her ambition, she finds herself being exploited by the filmmakers. On the other hand, Meng and Ning's relationship is gradually faded.",0.436,/5iw8GVqVaeamnUUWcbei2ipkgFx.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1999-06-23,0,73,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Flat Tyre,False,4.7,3
597,False,/spygvxSQNVpEvwnZAPInPuxBH7G.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,256133,tt0092231,['TW'],zh,我這樣過了一生,"Arriving in Taiwan in the 1950s, Kuei-mei makes a disadvantageous marriage to a widower with three unruly kids and a bad gambling habit. Beautifully portrayed by celebrated actress Yang, she weathers pregnancies, her husband's infidelity, her daughter's resentment, a stint as servant in Japan, divorce, and illness while struggling to keep the family restaurant business afloat.",0.746,/4xf6zzPDBUGOuODHNKfaZGmKTA1.jpg,"[{'id': 25345, 'logo_path': '/pFRF57Hp5x8EKIqmWHv1t34dWVR.png', 'name': 'Central Motion Picture Corporation', 'origin_country': 'TW'}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1985-10-09,0,119,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,"Kuei-mei, a Woman",False,6.9,11
598,False,/bHJrwvMfPAfqFX8gtDYWYfQUnJz.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,262831,tt0490518,['TW'],zh,香蕉天堂,"A young man and his friend move to Taiwan, believing it to be a land of possibilities, but it's not long before they're accused of being spies.",4.421,/2aowPFxvHWINYklcBMOPuaGEAE.jpg,"[{'id': 25345, 'logo_path': '/pFRF57Hp5x8EKIqmWHv1t34dWVR.png', 'name': 'Central Motion Picture Corporation', 'origin_country': 'TW'}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1989-12-01,0,148,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Banana Paradise,False,8.2,10
599,False,/n1PLWE0cuCqptq745omUiyzH35g.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,356701,tt4814380,['TW'],zh,風中家族,Three men and an adopted son struggle in Taiwan after escaping China in 1949.,0.635,/i9tAjPfFMw3q1IBF4vWeOc4Q4t8.jpg,"[{'id': 11415, 'logo_path': None, 'name': 'Beijing Forbidden City Film', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2015-06-26,0,126,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Where the Wind Settles,False,3.5,2
600,False,/HP5Sp0VAwp1yspV0VcQ7zfEb6j.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,262828,tt0116558,['TW'],zh,紅柿子,"In 1949, the Communists take over mainland. The refugees and the military arrive in the Keelung Harbor in Taiwan. A father holds secret meetings with other generals in attempt to recover the lost land, his kids still play games with their grandma who enjoys the harmony in hardship.",1.889,/pMkqZPDBUZh1g9WGoqAx2NJg1X5.jpg,"[{'id': 25345, 'logo_path': '/pFRF57Hp5x8EKIqmWHv1t34dWVR.png', 'name': 'Central Motion Picture Corporation', 'origin_country': 'TW'}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1996-04-13,0,168,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Red Persimmon,False,7.0,11
601,False,/38eDFNP3L58iCHkBkiFwr2aJp8W.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,660002,tt10415576,['CN'],zh,第一炉香,"The film tells the story of a young girl who travels from Shanghai to Hong Kong in pursuit of education, but ends up working for her aunt seducing rich and powerful men.",1.827,/pMeg2foOwZVB67J7SA6vF291uZL.jpg,"[{'id': 69484, 'logo_path': '/2xtmvbEse87LM7OJXVksv7DToZx.png', 'name': 'Alibaba Pictures Group', 'origin_country': 'CN'}, {'id': 136862, 'logo_path': '/jE1WsBZUPcfO0Cdt8YULwjsat8M.png', 'name': 'Hehe Pictures', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2021-10-22,0,144,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Love After Love,False,5.6,27
602,False,/1y7dUC38eF9jKLsD0jx3lJuDRMQ.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,27062,tt0292066,['HK'],zh,蓝宇,A love story between a country boy in Beijing to study and a wealthy businessman set against the backdrop of the 1989 Tiananmen Square incident.,7.455,/w8wHaRFlooOSkzMPw3IiMkRBLeG.jpg,"[{'id': 32687, 'logo_path': None, 'name': 'Yongning Creation Workshop', 'origin_country': ''}, {'id': 32688, 'logo_path': None, 'name': ""Kwan's Creation Workshop"", 'origin_country': ''}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2001-05-18,0,87,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Lan Yu,False,6.9,50
603,False,/cTD9U4QLJHEL75ee1NoqIIeBc1y.jpg,,59000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,758891,tt13364790,['CN'],zh,你好，李焕英,"Devastated after her mom's serious accident and grief-stricken because she hasn't become the daughter she wanted to be for her mother, Jia Xiaoling finds herself transported back in time to the year 1981, where she meets her young mother before she was her mom.",8.402,/31W7qLEMqQKgdCeCtV9EbVi3bwG.jpg,"[{'id': 69484, 'logo_path': '/2xtmvbEse87LM7OJXVksv7DToZx.png', 'name': 'Alibaba Pictures Group', 'origin_country': 'CN'}, {'id': 100130, 'logo_path': None, 'name': 'Tianjin Maoyan Media', 'origin_country': 'CN'}, {'id': 149256, 'logo_path': None, 'name': 'Beijing Big Bowl Entertainment Culture Media', 'origin_country': 'CN'}, {'id': 148024, 'logo_path': '/3drGdMFpG8m7hmbqaMV05u8kwfM.png', 'name': 'Beijing Culture', 'origin_country': 'CN'}, {'id': 149257, 'logo_path': None, 'name': 'Beijing Cheering Times Culture & Entertainment', 'origin_country': 'CN'}, {'id': 98983, 'logo_path': None, 'name': 'Shanghai Ruyi Film & TV Production', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2021-02-12,822049668,128,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,"Hi, Mom",False,7.0,147
604,False,/iQGzoAjkt7tTQckrMWgPPWmYPnx.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,497834,tt8499638,['CN'],zh,兰心大剧院,"Iconic actress Jean Yu returns to Japanese-occupied China to star in a play directed by her former lover. However, her undercover work for the Allies soon places her life in grave danger.",2.826,/jZKoIzhJn6HKLVYev3XEjDkMHwh.jpg,"[{'id': 27904, 'logo_path': None, 'name': 'Uplink', 'origin_country': 'JP'}, {'id': 101047, 'logo_path': None, 'name': 'YingFilms', 'origin_country': ''}, {'id': 101048, 'logo_path': '/vu94yzhSUKmRpmmFBrEWdvDJd25.png', 'name': 'Achtung Panda!', 'origin_country': 'DE'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2021-10-15,0,127,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Saturday Fiction,False,6.9,22
605,False,/2DnG9cXELIbnVXeJ0X80gbzpQnt.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,712164,tt11090178,['CN'],zh,野马分鬃,"An aimless film school student goes on an ambling road trip across China in a rickety old Jeep in this charming, deeply personal road movie.",1.541,/dWWakNJ17dqAlA42QYYkZKNBNdF.jpg,"[{'id': 107910, 'logo_path': '/mindrXj65QSvW3CCisHyX8tp3zh.png', 'name': 'Breaker', 'origin_country': 'US'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2021-11-26,0,134,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Striding Into the Wind,False,6.0,7
606,False,/YnVakBWRGZymBvWh7cLJz2nMjG.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,638032,tt10670442,"['CN', 'HK']",zh,夺冠,"After 12 years, the Chinese women's volleyball team again reached the Olympic final. The ups and downs of the Chinese women's volleyball team for more than three decades have slowly spread away.",2.234,/uX2JYxu1riaaPD2sQID6SMPct6d.jpg,"[{'id': 90635, 'logo_path': None, 'name': 'J.Q. Pictures', 'origin_country': ''}, {'id': 98750, 'logo_path': None, 'name': 'Huanxi Media Group', 'origin_country': 'CN'}, {'id': 69484, 'logo_path': '/2xtmvbEse87LM7OJXVksv7DToZx.png', 'name': 'Alibaba Pictures Group', 'origin_country': 'CN'}, {'id': 14714, 'logo_path': '/dSHaVKtBCpMU5VP9wMbTkqov62i.png', 'name': 'China Film Group Corporation', 'origin_country': 'CN'}, {'id': 7909, 'logo_path': None, 'name': 'We Pictures', 'origin_country': 'HK'}, {'id': 25660, 'logo_path': None, 'name': 'Huaxia Film Distribution', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2020-09-25,0,135,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Leap,False,6.6,32
607,False,/bbMYVAvpPDzgpLR9u9q6CriJ2Jv.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,827689,tt14509614,['CN'],zh,四海,"Wu Renyao, who is good at motorcycle stunts, meets his father Wu Renteng, whom he has not seen for many years, and embarks on a road trip to the big city along with a girl named Huan Song and her brother's motorcade.",1.791,/xyZHVBWtuBwd8TkgnOCqJIzEqbs.jpg,"[{'id': 113743, 'logo_path': '/r19r2HGaHljSOXYJroM4p6QAW2V.png', 'name': 'Shanghai PMF Media', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2022-02-01,85365990,130,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Only Fools Rush In,False,5.5,26
608,False,/nsvaFZJiZtylGX21gGJEBVFlKUQ.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,537867,tt8747304,"['CN', 'TW']",zh,郊区的鸟,"Hao is part of a team of young engineers called in to investigate a series of craters that have opened up on the edge of the city. Meanwhile, a younger boy, also named Hao, spends long afternoons playing with friends and making mischief until one-by-one, his playmates start to disappear. As these parallel stories unfold, the connections between them proliferate and grow stranger.",0.636,/rKVBCSsnmnIpBfBHlm9xiVei9AI.jpg,"[{'id': 131857, 'logo_path': None, 'name': 'Chan Films', 'origin_country': ''}, {'id': 86711, 'logo_path': '/jru86ZeTCB3vcuUZ6XN4I2VhEQA.png', 'name': 'Flash Forward Entertainment', 'origin_country': 'TW'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2019-08-30,0,118,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Suburban Birds,False,5.9,9
609,False,/nY09lw5kPyXRqKHkrqddkcZGM5r.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",https://www.wellgousa.com/films/too-cool-to-kill,923192,tt16254308,['CN'],zh,这个杀手不太冷静,"Wei Chenggong, a working actor with big dreams, finally appears to get his big break when actress Milan invites him to play the lead role of ""Killer Karl"" in a new play. Little does Wei Chenggong know, he has fallen into a perilous conspiracy where all the villains are real, and only through his acting skills and good deal of luck will he be able to make it out alive.",4.197,/yN2VMJrgyklapBOn2EXmH8DQKck.jpg,"[{'id': 36828, 'logo_path': '/bOk3HzfpDp5I2zw8bHsrKWTpQXh.png', 'name': 'New Classics Media', 'origin_country': 'CN'}, {'id': 187109, 'logo_path': '/oLKUsBHixCKwXQpQUFQ1hjmoHpF.png', 'name': 'Slinky Town Pictures', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2022-02-01,393014816,109,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Too Cool to Kill,False,6.2,40
610,False,/nrgfs6KMpnk4mJ2jJLlYfjOmUcu.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",,903125,tt17005404,['CN'],zh,李茂扮太子,"After finding himself looking exactly the same as the crown prince, a constable decides to change his identity.",3.075,/grzCmY1ZFePuT5I4xZKK4ZGQAt3.jpg,"[{'id': 36828, 'logo_path': '/bOk3HzfpDp5I2zw8bHsrKWTpQXh.png', 'name': 'New Classics Media', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2022-01-01,72760000,0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Another Me,False,3.75,12
611,False,/boGRStbspjqtNtDVpqvj28sI5V3.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,627087,tt10189300,"['BT', 'CN']",dz,ལུང་ནག་ན,"A teacher, in search of inspiration, travels to the most remote school in the world, where he ends up realizing how important his job is and appreciating the value of yak dung.",6.823,/mL1OQc1cxGsOIVHgjDvyvmPSmad.jpg,"[{'id': 160051, 'logo_path': None, 'name': 'Dangphu Dingphu: a 3 Pigs Production', 'origin_country': 'BT'}, {'id': 98750, 'logo_path': None, 'name': 'Huanxi Media Group', 'origin_country': 'CN'}]","[{'iso_3166_1': 'BT', 'name': 'Bhutan'}, {'iso_3166_1': 'CN', 'name': 'China'}]",2019-11-16,0,109,"[{'english_name': 'Dzongkha', 'iso_639_1': 'dz', 'name': ''}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Find what you seek in a place you never expected,Lunana: A Yak in the Classroom,False,7.5,191
612,False,/5b1r0b77BovGp4ejUsYsx3arQoe.jpg,,2500000,"[{'id': 18, 'name': 'Drama'}]",https://www.kimstim.com/film/an-elephant-sitting-still/,499556,tt8020896,['CN'],zh,大象席地而坐,"In the northern Chinese city of Manzhouli, they say there is an elephant that simply sits and ignores the world. Manzhouli becomes an obsession for the protagonists of this film, a longed-for escape from the downward spiral in which they find themselves.",7.021,/3qr9wpaa5dA7AGr5ndgYiioavIn.jpg,"[{'id': 107289, 'logo_path': None, 'name': 'Dongchun Films', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2018-12-14,0,234,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,An Elephant Sitting Still,False,7.708,195
613,False,/8qE2dxJiFaLg8vLAF01vBMK9ZKd.jpg,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",,436792,tt6419442,['CN'],zh,少年,"The fourth film of firefighter-turned-director Yang Shupeng, Blood of Youth follows a young hacker named Su Ang (Oho Ou), who anonymously tips off the police about the remains of a woman buried in the woods near the city of Hangzhou. Detective Zhang (Zhang Yi) discovers the victim was beaten to death almost two decades ago, and starts investigating the events that lead to her death.",2.796,/m1cwog21x23Y9NjyS96LWEkzcXn.jpg,[],[],2016-12-16,0,0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Blood of Youth,False,5.85,20
