tw_id,production_country,tw_title,tw_release_date
22408,日本,特『刀劍亂舞-花丸-』～華之卷～(第一周),2022-09-23
22167,日本,特『刀劍亂舞-花丸-』～月之卷～,2022-08-26
18319,日本,青春電幻物語：數位修復版,2021-04-01
20744,日本,急急復雞雞,2022-04-22
20684,日本,尋人啟弒,2022-06-17
22114,日本,劇場版 超時空要塞F~虛空歌姬~,2022-09-07
20170,日本,GIVEN~被贈與的未來 劇場版：反面的存在,2021-12-09
19852,日本,詛咒,2022-02-04
20766,日本,愛國女子─紅武士道,2022-04-08
20715,日本,接棒家族,2022-03-11
20631,日本,燃燒的劍,2022-04-29
22511,日本,信用詐欺師JP：英雄篇,2022-10-10
22229,日本,劇場版 超時空要塞F~戀離飛翼~,2022-10-21
20229,日本,電影 K-ON！輕音部,2021-12-17
21058,日本,輪到你了 劇場版 ,2022-05-13
20541,日本,那些得不到保護的人,2022-04-08
22005,日本,如月車站,2022-08-19
21537,日本,螢火蟲之墓,2022-07-08
22378,日本,電影版 後空翻少年!!,2022-10-12
19264,日本,鹿王,2022-05-13
19896,日本,超慄方殺陣,2021-11-19
22174,日本,極道主夫 電影版,2022-09-16
20993,日本,漁港的肉子,2022-05-13
14034,日本,今天也要用便當出擊,2019-09-12
21441,日本,再見了，橡果兄弟！－奇蹟的暑假－,2022-07-25
22197,日本,萌男友是柑橘色,2022-09-16
20374,日本,花與愛麗絲：數位修復版,2022-01-28
20520,日本,夏日幽靈,2022-01-28
21627,日本,xxxHOLiC 次元魔女,2022-08-19
20047,日本,青春特調蜂蜜檸檬蘇打,2021-12-03
21933,日本,末日救世主,2022-09-02
22960,日本,天才狂歡派對：首部曲,2022-11-01
21710,日本,婚顧女王,2022-07-15
21929,日本,七五計劃,2022-09-08
9952,日本,睡著也好醒來也罷,2018-09-21
21589,日本,怪獸死了怎麼辦,2022-06-24
21707,日本,太陽與波麗露,2022-07-08
20301,日本,鳩的擊退法,2022-01-07
22350,日本,Ｎ号棟鬧鬼,2022-09-21
22801,日本,大逃殺 4K數位修復版,2022-11-04
22431,日本,春心萌動的老屋緣廊,2022-11-11
23040,日本,葬禮,2022-11-25
22504,日本,麵包超人電影版：多洛林與妖怪嘉年華,2022-10-07
23041,日本,蒲公英,2022-12-02
22228,日本,河畔小日子,2022-10-03
20918,日本,決戰星期天,2022-04-29
22474,日本,流浪之月,2022-10-28
18228,日本,歡樂時光（上）,2021-02-26
18705,日本,燕尾蝶：數位經典版,2021-07-14
20529,日本,垃圾頭,2022-02-18
22961,日本,天才狂歡派對：最終章,2022-11-28
20552,日本,魔神英雄傳 七魂的龍神丸 -再會-,2022-04-22
23363,日本,劇場版 弦音 ─初始的一射─,2022-12-30
23384,日本,TANG,2022-12-30
22508,日本,救救旱鴨子,2022-10-21
18231,日本,歡樂時光（下）,2021-02-26
20125,日本,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,2021-12-17
23401,日本,邪惡的孩子,2022-12-30
20101,日本,沒說出口的殺人告白,2021-11-26
23187,日本,還有愛的日子,2022-12-02
23107,日本,性徒,2022-11-18
20779,日本,妖獸都市1987 劇場版,2022-04-08
20983,日本,鳶,2022-04-29
23192,日本,線，畫出的我,2022-12-23
20919,日本,第一人夫,2022-05-20
20653,日本,輝耀姬物語(日文版),2014-06-13
21386,日本,熊貓家族+熊貓家族 - 雨中的馬戲團,2022-07-08
21354,日本,龍馬！新生網球王子劇場版（決勝版）,2022-06-24
21382,日本,龍馬！新生網球王子劇場版（榮耀版）,2022-06-24
20696,日本,Fate/stay night - 無限劍製,2022-03-11
19788,日本,劇場版信號：長期未解決事件搜查班,2021-12-30
21315,日本,偷情連載中,2022-07-22
20936,日本,兒時的點點滴滴(日文版),2022-07-08
21393,日本,噪音,2022-06-02
22503,日本,調職令是警察樂隊！,2022-10-28
21350,日本,劇場版「黃金拼圖Thank you！！」,2022-06-02
20865,日本,海岬的迷途之家,2022-04-22
21020,日本,平成狸合戰 (日文版),2022-07-08
20295,日本,月影,2022-01-21
23264,日本,魔幻時刻,2008-12-31
20193,日本,四季拉麵物語,2021-12-24
22532,日本,魚之子,2022-12-09
20951,日本,露草,2022-06-10
19061,日本,總編的復仇,2021-11-05
22882,日本,好想傳達你的聲音,2022-12-09
22244,日本,我想被高中女生殺死,2022-09-23
21624,日本,只是現在不走運而已,2022-07-22
23114,日本,修羅天魔~骷髏城之七人．極 （新感線舞台劇）,2022-11-25
18685,日本,告白,2022-04-29
20699,日本,聖地X,2022-04-15
18812,日本,瀧澤歌舞伎 ZERO 2020 THE MOVIE,2021-07-27
22421,日本,戀之光 ,2022-10-14
22902,日本,錯位的青春,2022-11-18
22802,日本,幽靜的山荷葉,2022-11-11
22533,日本,每天上班總是累得要死,2022-10-21
19954,日本,由宇子的天秤,2021-12-17
20726,日本,如果30歲還是處男，似乎就能成為魔法師【後篇】,2022-06-12
20759,日本,對某飛行員的追憶,2022-04-15
20727,日本,如果30歲還是處男，似乎就能成為魔法師【前篇】,2022-06-11
20823,日本,隔壁的山田君 (日文版),2022-07-08
23262,日本,鬼壓床了沒,2022-12-23
21780,日本,在我和天空之間,2022-07-15
22423,日本,青凪大學體育會航空部劇場版,2022-10-14
20824,日本,臥底型警FINAL,2022-04-22
18704,日本,相撲道,2022-03-25
20609,日本,我的夏日大戀習,2022-06-10
22881,日本,通往異世界的便利店,2022-11-25
21994,日本,美國女孩的日本日記,2022-08-26
23416,日本,心情直播不NG,2022-12-28
19908,日本,說不出口的愛,2022-01-21
21381,日本,神隱少年狼,2022-07-08
20533,日本,夢境診斷與恐怖體驗,2022-03-19
23222,日本,有頂天大飯店,2009-01-16
6711,日本,東京物語,2016-11-12
20675,日本,晚春,2022-03-05
23186,日本,戀上笨拙的你,2022-11-25
23218,日本,愛情在車上,2022-12-09
20707,日本,國士無雙,2022-04-16
22738,巴勒斯坦,天堂髮廊,2022-10-21
23193,巴西,無法無天,2022-12-10
20729,丹麥,漂浪人生,2022-03-19
18749,丹麥,《爆裂戰警》,2021-12-03
3401,中華民國##中華民國,河北臺北+講話沒有在聽,2016-11-11
19269,中華民國,月老,2021-11-24
20646,中華民國,咒,2022-03-18
18190,中華民國,聽見歌 再唱,2021-04-16
20477,中華民國,我吃了那男孩一整年的早餐,2022-01-28
12489,中華民國,五月天 人生無限公司,2019-05-24
22531,中華民國,流麻溝十五號,2022-10-28
19183,中華民國,瀑布,2021-10-29
20670,中華民國,少年吔,2022-03-18
21822,中華民國,民雄鬼屋,2022-07-29
20725,中華民國,頭七,2022-04-01
23355,中華民國,想見你,2022-12-30
20175,中華民國,素還真,2022-01-28
19357,中華民國,美國女孩,2021-12-03
22671,中華民國,罪後真相,2022-10-28
20312,中華民國,噩兆,2021-12-24
22659,中華民國,你在我心上,2022-10-21
21785,中華民國,哈勇家,2022-08-12
20921,中華民國,少年吔，安啦！,1992-07-03
19729,中華民國,一杯熱奶茶的等待,2021-12-24
22082,中華民國,科學少女,2022-09-16
20354,中華民國,初戀慢半拍,2022-08-24
19630,中華民國,再說一次我願意,2022-01-19
15629,中華民國,男人與他的海,2021-04-01
20817,中華民國,我心我行,2022-11-11
21165,中華民國,神人之家,2022-11-25
22268,中華民國,童話·世界,2022-10-13
21119,中華民國,一家子兒咕咕叫,2022-11-18
19319,中華民國,青春弒戀,2021-11-19
19608,中華民國,該死的阿修羅,2022-03-02
19065,中華民國,魔法阿媽 4K數位修復版,2021-11-26
19662,中華民國,售命,2022-04-29
10375,中華民國,一家之主,2020-10-07
22660,中華民國,小藍,2022-11-04
19402,中華民國,鱷魚,2021-10-08
20005,中華民國,尋找神話之鳥,2021-12-17
21915,中華民國,他還年輕,2022-09-02
21233,中華民國,台灣男子葉石濤,2022-06-17
20711,中華民國,女優 摔吧！,2022-11-25
20531,中華民國,野夏天,2022-03-25
20176,中華民國,諸葛四郎─英雄的英雄,2021-11-12
14496,中華民國,不想一個人,2021-12-24
17116,中華民國,嗨！神獸,2022-02-01
20052,中華民國,有你相伴的旅程,2021-12-10
17799,中華民國,愛別離苦,2022-02-18
20643,中華民國,青春換日線,2022-03-11
19064,中華民國,廢棄之城,2021-10-29
18755,中華民國,老鷹之手,2021-10-29
20521,中華民國,藏匿處,2022-09-08
21174,中華民國,孫行者傳,2022-08-25
19400,中華民國,回眸,2021-10-22
22108,中華民國,大俠胡金銓 第一部曲—先知曾經來過,2022-10-21
21825,中華民國,舞徑,2022-07-27
19320,中華民國,沒有人該成為孤島,2022-01-07
20203,中華民國,妖果小學─水果奶奶的大秘密,2022-01-21
14720,中華民國,期末考,2021-08-20
22084,中華民國,大俠胡金銓 第二部曲—斷腸人在天涯,2022-10-28
20051,中華民國,兜兜風,2022-09-16
18424,中華民國,徘徊年代,2021-10-15
16508,中華民國,逆者,2020-08-07
19957,中華民國,高山上的熱氣球,2021-12-22
20805,中華民國,再會啦  白宮,2022-05-20
21080,中華民國,教練,2022-05-27
18306,中華民國,詭祭,2021-12-03
19987,中華民國,願未央,2022-03-18
19122,中華民國,影子背後,2021-09-17
20920,中華民國,給阿媽的一封信,2022-05-20
21179,中華民國,費爾的旅程,2022-05-27
17831,中華民國,削瘦的靈魂,2021-03-19
20053,中華民國,我記得,2021-12-24
17487,中華民國,修行,2022-01-14
18796,中華民國,文林銀行,2021-11-12
22372,中華民國,臥虎藏龍,2000-07-07
22011,中華民國,孫行者傳(國語版),2022-10-14
21748,中華民國,KULO,2022-07-08
21200,中華民國,夏日天空的那匹紅馬,2022-12-23
21239,中華民國,還孩子做自己,2022-05-27
21921,中華民國,我永遠永遠永遠愛你,2022-08-05
18531,中華民國,綠色牢籠,2021-05-14
22327,中華民國,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,2022-09-16
20922,中華民國,有時 Mama，有時 Mimi,2022-04-15
23139,中華民國,一起一起,2022-12-16
22475,中華民國,稻浪上的夢想家,2022-11-20
21731,中華民國,聖石傳說,2000-01-22
19624,中華民國,17歲的天空 4K數位修復版,2021-10-02
21690,中華民國,家家,2022-06-30
22908,中華民國,全明星星光音樂會,2022-10-29
22673,中華民國,無邊,2023-01-06
22710,中華民國,失序正義,2022-11-25
22448,中華民國,不老騎士-歐兜邁環台日記,2012-10-12
21171,中華民國,勸世三姊妹：大銀幕特別版,2022-05-14
20375,中華民國,格瑞特真相,2022-05-13
23394,中華民國,黑的教育,2023-03-10
20867,中華民國,幻日手記 ,2022-10-21
21087,中華民國,北將七,2022-07-16
21949,中華民國,如霧起時,2011-04-09
1585,中華民國,奼紫嫣紅開遍,2015-12-18
20674,中華民國,如夢,2011-04-15
21943,中華民國,如歌的行板,2022-11-05
21914,中華民國,兩地,2011-04-09
1394,中華民國,西部來的人,2022-03-20
1593,中華民國,1918,2015-12-18
22080,中華民國,化城再來人,2011-04-09
20262,中華民國,寶島大夢,2022-03-20
21887,中華民國,朝向一首詩的完成,2011-04-09
21932,中華民國,尋找背海的人,2011-04-09
20853,中華民國,獨自寂寞+少年阿堯+午後+看海,2022-04-23
22179,中華民國,逍遙遊,2011-04-06
21908,中華民國,無岸之河,2015-12-18
1586,中華民國,讀中文系的人,2015-12-18
18618,中華民國,破輪胎,2022-03-20
1626,中華民國,東西,2015-12-18
22759,中華民國,我這樣過了一生,2022-10-22
5511,中華民國,香蕉天堂,2022-10-23
502,中華民國,風中家族,2015-07-24
1608,中華民國,我城,2015-12-18
22215,中華民國,紅柿子,2022-10-22
20270,中華民國,送報伕/不屈的魂靈—楊逵,2022-03-11
20263,中華民國,台灣新文學之父—賴和/安安靜靜林雙不,2022-03-11
20319,中國大陸,第一爐香,2022-01-14
20054,中國大陸,藍宇,2021-12-10
20986,中國大陸,你好，李煥英,2022-05-06
21616,中國大陸,于堇：蘭心大劇院,2022-07-22
22630,中國大陸,野馬分鬃,2022-10-14
20396,中國大陸,奪冠,2022-04-22
20747,中國大陸,如果有一天我將會離開你,2022-03-25
22926,中國大陸,四海,2022-12-02
20154,中國大陸,郊區的鳥,2021-12-25
22791,中國大陸,溫暖的抱抱,2022-10-29
23190,中國大陸,這個殺手不太冷靜,2022-12-09
21423,中國大陸,李茂扮太子,2022-07-22
16189,不丹,不丹是教室,2020-07-10
11237,大陸,大象席地而坐,2019-01-11
6215,大陸,少年,2017-07-28
22707,羅馬尼亞,仇恨謎林,2023-02-10
13290,韓國,寄生上流,2019-06-28
24516,韓國,犯罪都市3,2023-06-02
25092,韓國,水泥烏托邦：末日浩劫,2023-08-10
23589,韓國,BTS: YET TO COME IN CINEMAS,2023-02-01
26037,韓國,鬼車站,2023-11-03
24714,韓國,貴公子,2023-06-21
25160,韓國,逃出寧靜海,2023-08-18
26045,韓國,My SHINee World,2023-11-10
23615,韓國,火線交涉,2023-02-03
26405,韓國,12.12：首爾之春,2023-12-15
25311,韓國,贖命救援,2023-09-01
25179,韓國,MAMAMOO：MY CON THE MOVIE,2023-08-25
25642,韓國,IU CONCERT: THE GOLDEN HOUR,2023-09-28
25407,韓國,千萬別開門,2023-09-15
23960,韓國,靈魂伴侶,2023-03-31
26219,韓國,30日,2023-11-14
23796,韓國,8釐米：詛咒影帶,2023-03-10
26381,韓國,鬼6怨,2023-12-15
25736,韓國,沒有國家的冠軍,2023-10-06
25351,韓國,ASTRO,2009-10-23
26026,韓國,禍亂：地下秩序,2023-11-03
25638,韓國,附身,2023-09-28
25024,韓國,神鬼海底撈,2023-07-28
25803,韓國,詐騙女王,2023-10-20
25588,韓國,雉岳山怪談,2023-10-20
25322,韓國,保護者,2023-09-08
23383,韓國,首爾怪談,2022-07-08
26260,韓國,全羅道少年殺人事件,2023-12-01
23486,韓國,紳探追緝令,2023-01-06
25494,韓國,鬼夢遊,2023-09-22
26353,韓國,水鬼,2023-12-08
26350,韓國,NCT NATION：To The World in Cinemas,2023-12-06
23549,韓國,維特:音樂劇,2023-03-03
23587,韓國,幻影,2023-02-03
24206,韓國,魯蛇大翻身,2023-04-28
25710,韓國,極惡變身,2023-10-13
24037,韓國,熊男,2023-04-07
23786,韓國,超完美狗保姆,2023-03-10
23856,韓國,闇黑對決,2023-03-17
25829,韓國,誆世巨作：蜘蛛窩新宇宙,2023-10-20
23586,韓國,大明星多重宇宙,2023-01-27
18516,韓國,薄荷糖,2021-05-14
23547,韓國,淘氣小企鵝啵樂樂 電影版：巨龍城堡大冒險(國語版),2023-01-20
7777,韓國,原罪犯,2005-10-14
25425,韓國,新進社員：電影版,2023-10-06
23507,韓國,HERO,2023-01-13
23882,韓國,WINNER 2022 CONCERT THE CIRCLE : THE MOVIE,2023-03-16
25212,韓國,絕對味覺情人,2023-08-25
8031,韓國,親切的金子,2018-06-15
24201,韓國,陰影下的她,2023-05-12
16076,韓國,非常母親,2020-06-12
25148,韓國,劇場版 衝鋒戰士：搶救月球大作戰,2023-08-15
26496,韓國,電影版 淘氣小企鵝啵樂樂 超級明星大冒險(國語版),2023-12-29
8074,韓國,我要復仇,2018-06-15
23508,韓國,對我而言，你是珍貴的,2023-02-03
24639,韓國,SUGA: Road to D-DAY,2023-06-17
19240,韓國,緣起不滅,2021-09-03
25242,韓國,花漾奶奶金難搞,2023-09-29
24640,韓國,j-hope IN THE BOX,2023-06-17
23366,韓國,監弒器,2023-01-06
25268,韓國,KANGDANIEL: MY PARADE,2023-08-30
24542,韓國,四層公寓,2023-07-07
25167,韓國,朝聖之路：一路平安,2023-10-13
25361,韓國,闇黑新世界,2023-09-15
25318,韓國,正義辯護人,2023-09-08
23645,韓國,當男人戀愛時,2023-05-26
24842,韓國,在水中,2023-08-01
24492,韓國,蝙蝠：血色情慾 數位修復版,2023-06-21
24312,韓國,開心鬼上身,2023-05-12
23474,韓國,巫師靈不靈！？,2023-02-24
25592,韓國,7號房的禮物,2023-09-28
25535,韓國,狼少年：不朽的愛,2023-09-22
26212,盧森堡,我們從末日開始,2023-12-08
26127,澳洲,餓之必要,2023-12-22
26208,澳大利亞,夢想紅舞鞋,2023-11-24
23887,摩洛哥,雙手的溫柔,2023-06-16
18110,德國,竊聽風暴,2021-02-26
24552,德國,淨化論,2023-06-21
25631,德國,五月的35日,2023-12-01
23511,德國,拼音戀習曲,2023-01-19
23825,德國,蓋世棋蹟,2023-03-10
25771,德國,我的完美日常,2023-12-24
25284,德國,飛舞人生,2023-09-01
24010,德國,萊茵金,2023-06-02
23489,德國,沒有你的旅程,2023-01-13
20204,德國,陸上行舟,2023-12-10
26389,德國,666號房,2023-12-14
26345,德國,水上迴光,2023-12-12
26362,墨西哥,切格瓦拉滿天下,2023-12-16
25305,蒙古,愛在滿格時,2023-09-22
24951,葉門,腹荷,2023-07-20
24351,義大利,收陰機,2023-05-19
23727,義大利,配樂大師顏尼歐,2023-02-27
18356,義大利,郵差,2021-04-09
24638,義大利,回不去的那座山,2023-07-15
24255,義大利,禁忌的畫像：卡拉瓦喬之影,2023-05-26
25397,義大利,在旅途中：方濟各的朝聖之旅,2023-09-28
24883,義大利,屍發現場,2023-08-11
23487,義大利,若愛重來,2023-03-17
25285,義大利,AI時代,2023-09-08
24927,義大利,絕美波麗露,2023-08-25
25537,義大利,男人最壞女人最愛,2023-09-28
23345,義大利,《聽見天堂》4K數位修復版,2023-01-13
24107,義大利,惡靈地堡,2023-04-21
23946,義大利,愛情停損點,2023-06-09
23565,瑞典,開羅謀殺案,2023-01-07
25827,瑞典,萬聖劫,2023-10-27
26481,瑞典,巫術,2023-12-22
24729,瑞士,尋愛小說家：海史密斯,2023-08-25
15271,新加坡,熱帶雨,2020-01-31
24786,新加坡,芽籠,2023-09-22
23721,愛爾蘭,巫母,2023-02-24
23888,愛爾蘭,夏日悄悄話,2023-03-31
23516,奧地利,束縛,2023-02-10
25163,奧地利,愛爾瑪的情與慾,2023-09-15
24417,越南,厲嬰魂,2023-05-26
24074,越南,涅槃咒,2023-04-14
25862,菲律賓,折翼姊妹,2023-11-03
25360,智利,智利，我的理想國,2023-11-24
24551,荷蘭,惡靈魔洛剋,2023-06-16
18785,荷蘭,是誰得手林布蘭？,2021-06-18
24105,捷克,神鬼聖戰,2023-05-12
24348,捷克,米蘭昆德拉：從玩笑到無謂的盛宴,2023-06-02
23221,捷克,色界,2023-02-17
26140,馬來西亞,富都青年,2023-12-01
18318,馬來西亞,南巫,2021-04-01
25182,馬來西亞,五月雪,2023-11-11
23605,馬來西亞,孩子， 你好嗎 ? 我的名字叫李心潔,2023-02-25
23640,馬來西亞,孩子， 你好嗎 ?  山頂小屋,2023-02-25
24061,馬來西亞,血忌,2023-04-14
25414,馬來西亞,虎紋少女,2023-10-27
23604,馬來西亞,孩子， 你好嗎 ? 鴕鳥騎士,2023-03-31
23630,馬來西亞,孩子， 你好嗎 ? 我是誰?,2023-04-01
25359,烏克蘭,尋父冒險記,2023-11-10
25990,烏克蘭,戰場日記,2023-11-05
25630,烏克蘭,戰火邊緣的青春,2023-10-13
24311,泰國,邪厄,2023-05-12
3142,泰國,鬼打牆,2016-09-09
26441,泰國,送葬人,2023-12-22
24733,泰國,幽魂娜娜：重生,2023-06-30
24915,泰國,My Precious初戀,2023-07-14
26126,泰國,日暮生死戀,2023-11-10
24833,泰國,鬼偶,2023-09-15
26022,泰國,凱蒂超殺女,2023-11-03
23576,泰國,天生一對2 大電影：再續前緣,2023-03-10
26501,泰國,情牽浮生戲,2023-12-29
24309,泰國,Anne的多重恐懼,2023-05-12
25777,泰國,初戀你我他,2023-12-26
24384,泰國,阿諾是個模範生,2023-06-09
24350,挪威,為你鍾琴,2023-06-09
24840,挪威,我恨我自己,2023-07-07
26471,香港,金手指,2023-12-29
24981,香港,掃毒3：人在天涯,2023-07-28
23440,香港,天龍八部之喬峰傳,2023-01-17
23688,香港,風再起時,2023-02-21
26033,香港,年少日記,2023-12-08
24730,香港,別叫我”賭神”,2023-06-21
23702,香港,斷網,2023-03-08
23635,香港,毒舌大狀,2023-02-17
24731,香港,命案,2023-06-26
26077,香港,困獸,2023-11-03
23964,香港,燈火闌珊,2023-04-14
25150,香港,暗殺風暴,2023-08-25
23927,香港,白日青春,2023-03-31
26234,香港,白日之下,2023-11-17
23965,香港,窄路微塵,2023-04-28
23623,香港,屍房菜,2023-04-06
23873,香港,流水落花,2023-03-17
24595,香港,死屍死時四十四,2023-07-07
23385,香港,緣路山旮旯,2023-01-06
26510,香港,潛行,2023-12-30
23679,香港,十三門徒,2023-04-07
23439,香港,投奔怒海,2023-03-03
25984,香港,釀魂,2023-10-27
26034,香港,4拍4家族,2023-11-03
26397,香港,夜校,2023-12-15
24916,香港,失衡凶間之罪與殺,2023-09-01
24106,英國,絕地營救,2023-04-21
25045,英國,鬼手鬼手 請開口,2023-08-11
23548,英國,日麗,2023-01-25
16474,英國,俘虜,2020-12-15
23665,英國,小熊維尼：血與蜜,2023-03-03
25102,英國,喵的詐騙集團(英文版),2023-08-22
16906,英國,教會,1986-12-20
17878,英國,惡水真相,2021-05-07
16101,英國,烈火情人,1993-04-03
24703,英國,舞力對決 : 地表撐霸,2023-06-26
17916,英國,愛是您·愛是我,2020-12-24
24717,英國,小提琴天后慕特：愛樂一生,2023-06-30
24111,英國,COLDPLAY: LIVE AT RIVER PLATE,2023-04-19
15757,英國,亨利五世（莎翁經典劇集）,2020-04-01
20445,英國,直到世界末日,2023-07-16
15653,英國,馴悍記（莎翁經典劇集）,2020-04-08
24716,英國,馬克白（莎翁經典劇集）,2023-08-03
25637,英國,達利:慾望之謎,2023-10-13
23207,英國,傲慢與偏見（音樂劇）,2023-04-22
23699,英國,色局追兇,2023-05-26
25080,英國,無事生非（莎翁經典劇集）,2023-08-22
25773,英國,少年Pi的奇幻漂流（英國國家劇院現場）,2023-10-13
23885,英國,杏仁與海馬,2023-03-24
26265,英國,直線偏執狂（英國國家劇院現場）,2023-11-30
24062,英國,危險療程,2023-04-28
25046,英國,卓別林與他的情人,2023-07-28
26277,英國,海鷗 （英國國家劇院現場）,2023-11-30
24940,英國,長路將盡,2023-07-21
24090,英國,烈火亞當,2023-04-21
25188,英國,無情荒地有琴天,2023-08-25
25894,英國,塵埃之書：野美人號（英國國家劇院現場）,2023-10-25
25893,英國,戴珍珠耳環的少女,2023-11-24
26216,英國,舞動人生,2023-11-17
26148,英國,藍色的你,2023-12-29
24734,英國,慾望之翼,2023-12-26
26361,美國/英國,奇愛博士,2023-12-10
24868,美國,不可能的任務：致命清算 第一章,2023-07-06
24337,美國,玩命關頭 X,2023-05-15
23924,美國,超級瑪利歐兄弟電影版,2023-04-05
23894,美國,捍衛任務4,2023-03-22
24917,美國,奧本海默,2023-07-21
24938,美國,Barbie芭比,2023-07-20
24532,美國,變形金剛：萬獸崛起,2023-06-07
24128,美國,星際異攻隊3 ,2023-05-03
24540,美國,閃電俠,2023-06-14
26399,美國,水行俠 失落王國 ,2023-12-20
23646,美國,蟻人與黃蜂女 : 量子狂熱,2023-02-16
25027,美國,巨齒鯊2: 海溝深淵,2023-08-02
24499,美國,蜘蛛人：穿越新宇宙,2023-06-21
24784,美國,元素方城市(英文版),2023-06-30
23736,美國,龍與地下城：盜賊榮耀,2023-03-29
26066,美國,驚奇隊長 2 ,2023-11-08
26269,美國,旺卡(英文版),2023-12-05
26218,美國,飢餓遊戲：鳴鳥與游蛇之歌,2023-11-17
25279,美國,私刑教育3,2023-08-31
24998,美國,GT：跨界玩家,2023-08-03
25278,美國,鬼修女II,2023-09-07
5887,美國,小美人魚(數位2D版),2023-05-24
24787,美國,印第安納瓊斯：命運輪盤 ,2023-06-29
25460,美國,汪汪隊立大功：超級大電影（國語版）,2023-09-29
23393,美國,窒友梅根,2023-01-13
26210,美國,拿破崙 ,2023-11-24
23564,美國,玩命特攻：武演行動,2023-01-19
25524,美國,A.I.創世者,2023-09-29
25090,美國,藍甲蟲,2023-08-17
23772,美國,沙贊！眾神之怒,2023-03-16
26090,美國,泰勒絲 | 年代巡迴演唱會電影,2023-11-03
23590,美國,迫降危機,2023-01-25
25428,美國,浴血任務4,2023-09-22
25408,美國,威尼斯魅影謀殺案,2023-09-15
25536,美國,奪魂鋸X,2023-09-28
24857,美國,陰兒房：鬼門陰深處,2023-07-13
25816,美國,花月殺手,2023-10-20
26318,美國,星願(英文版),2023-12-26
616,美國,怪物,2023-07-07
24064,美國,鬼玩人：復活 ,2023-04-20
25709,美國,大法師:信徒,2023-10-06
23647,美國,蟻人與黃蜂女 : 量子狂熱,2023-02-15
25892,美國,佛萊迪餐館之五夜驚魂,2023-10-27
25060,美國,幽靈公館,2023-08-10
24097,美國,梵蒂岡驅魔士,2023-04-28
23399,美國,超難搞先生,2023-01-23
23889,美國,AIR,2023-04-05
23614,美國,我的鯨魚老爸,2023-02-02
24286,美國,正宗巨齒鯊,2023-05-12
25186,美國,爆復,2023-08-25
25429,美國,自由之聲,2023-09-19
25933,美國,超危險保鑣,2023-10-27
24866,美國,珍愛硬起來,2023-07-28
23517,美國,巴比倫,2023-01-20
23641,美國,鐵達尼號 25周年重映版,2023-02-10
24414,美國,坎達哈行動,2023-05-26
23855,美國,65：恐怖行星,2023-03-31
24416,美國,鬼出櫃,2023-06-02
25061,美國,忍者龜：變種大亂鬥,2023-08-04
25044,美國,之前的我們,2023-07-28
16636,美國,全面啟動10周年紀念版,2020-08-12
23959,美國,吸血鬼特助：雷菲爾,2023-04-14
16091,美國,黑暗騎士,2008-07-16
23629,美國,人肉搜索2：失蹤搜救,2023-02-24
26241,美國,魔髮精靈：樂團在一起 (國語版),2023-12-08
23794,美國,驚聲尖叫 6,2023-03-10
23705,美國,金牌拳手III ,2023-03-03
24782,美國,變身少女露比,2023-06-30
26278,美國,無聲夜,2023-12-01
24493,美國,小行星城,2023-06-23
26075,美國,恐怖感恩劫,2023-11-17
25493,美國,笨錢效應 ,2023-10-20
24597,美國,復仇狗聯盟,2023-08-18
23588,美國,敲敲門,2023-02-03
23400,美國,TÁR 塔爾,2023-02-25
26513,美國,法拉利,2023-12-22
23426,美國,劫婚大作戰,2023-01-06
24496,美國,催眠狙擊,2023-06-02
22649,美國,伊尼舍林的女妖,2023-01-27
26229,美國,下一球，勝利,2023-11-24
26305,美國,夢行者保羅,2023-12-04
23613,美國,熊蓋毒,2023-03-17
24189,美國,限時追捕,2023-04-28
25800,美國,親愛的大衛,2023-10-13
24467,美國,一個人的朝聖,2023-08-04
23711,美國,殺手迴戰,2023-02-24
26450,美國,RENAISSANCE: A FILM BY BEYONCÉ,2023-12-21
24870,美國,電梯遊戲,2023-07-14
23536,美國,法貝爾曼,2023-02-24
24970,美國,鬼郵輪：瑪麗皇后號,2023-07-21
25393,美國,偉大的十四世：達賴喇嘛,2023-09-22
24046,美國,寶可噩夢,2023-04-21
25141,美國,喜幹會,2023-08-18
23651,美國,鬼臥床,2022-07-29
25211,美國,劇場版 PSYCHO-PASS 心靈判官 PROVIDENCE ,2023-09-28
26192,美國,五月的你，十二月的她,2023-11-24
22709,美國,愛．子,2023-01-13
24637,美國,義美超級爸,2023-06-16
25985,美國,新核能時代,2023-10-27
26267,美國,沼澤王的女兒,2023-10-27
25349,美國,印咒：畢舍遮,2023-09-22
24252,美國,追殺代理人,2023-05-05
25340,美國,地獄來的乘客,2023-09-15
26339,美國,贖罪日之戰,2023-12-22
23284,美國,瑪琳艾索普：首席女指揮,2022-12-16
23771,美國,屍蹤天使,2023-03-10
23752,美國,火線埋伏,2023-03-03
24259,美國,上流謀殺案,2023-05-05
23687,美國,所有的美麗與血淚,2023-02-24
26038,美國,劊樂時光,2023-11-10
23861,美國,致蕾絲莉,2023-03-17
23661,美國,俠探特攻：驚爆獨立日,2023-03-10
22678,美國,光影帝國,2023-03-03
23947,美國,深夜加油站遇見蘇格拉底,2023-06-09
9159,美國,坂本龍一:async紐約現場,2018-07-13
24034,美國,穆荷蘭大道 4K數位修復版,2023-04-14
